system, nfr, file, changes_before, changes_after
spring-security,None,DefaultLoginPageGeneratingFilter.java,31,48
spring-security,None,ServerHttpSecurity.java,45,100
spring-security,None,DelegatingServerLogoutHandler.java,2,8
spring-security,None,LogoutWebFilter.java,7,14
spring-security,None,NimbusOpaqueTokenIntrospector.java,5,16
spring-security,None,NimbusReactiveOpaqueTokenIntrospector.java,5,18
spring-security,None,OAuth2IntrospectionAuthenticatedPrincipal.java,0,5
spring-security,None,OAuth2IntrospectionClaimAccessor.java,0,5
spring-security,None,EhCacheBasedTicketCache.java,8,18
spring-security,None,package-info.java,4,9
spring-security,None,AuthenticationManagerBuilder.java,12,20
spring-security,None,HttpSecurity.java,55,100
spring-security,None,ExpressionUrlAuthorizationConfigurer.java,22,36
spring-security,None,HeadersConfigurer.java,20,48
spring-security,None,LogoutConfigurer.java,22,40
spring-security,None,OAuth2LoginConfigurer.java,78,100
spring-security,None,OpenSaml4AuthenticationProvider.java,1,13
spring-security,None,WebClientReactiveClientCredentialsTokenResponseClient.java,3,16
spring-security,None,ClientRegistrations.java,6,26
spring-security,None,JwtDecoders.java,6,17
spring-security,None,HttpSessionOAuth2AuthorizationRequestRepository.java,14,18
spring-security,None,OAuth2ClientConfigurer.java,7,22
spring-security,None,OAuth2LoginConfigurer.java,73,100
spring-security,None,DefaultAuthorizationCodeTokenResponseClient.java,0,12
spring-security,None,OAuth2AuthorizationCodeGrantRequestEntityConverter.java,0,11
spring-security,None,OAuth2ErrorResponseErrorHandler.java,0,14
spring-security,None,HttpMessageConverters.java,0,7
spring-security,None,OAuth2AccessTokenResponseHttpMessageConverter.java,0,21
spring-security,None,OAuth2ErrorHttpMessageConverter.java,0,11
spring-security,None,FilterComparator.java,23,36
spring-security,None,HttpSecurity.java,86,100
spring-security,None,Saml2LoginConfigurer.java,0,36
spring-security,None,Saml2Exception.java,0,3
spring-security,None,Saml2X509Credential.java,0,13
spring-security,None,OpenSamlAuthenticationProvider.java,0,44
spring-security,None,OpenSamlAuthenticationRequestFactory.java,0,26
spring-security,None,OpenSamlImplementation.java,0,9
spring-security,None,Saml2Authentication.java,0,6
spring-security,None,Saml2AuthenticationRequest.java,0,14
spring-security,None,Saml2AuthenticationRequestFactory.java,0,12
spring-security,None,Saml2AuthenticationToken.java,0,12
spring-security,None,InMemoryRelyingPartyRegistrationRepository.java,0,9
spring-security,None,RelyingPartyRegistration.java,0,40
spring-security,None,RelyingPartyRegistrationRepository.java,0,8
spring-security,None,Saml2Utils.java,0,6
spring-security,None,Saml2WebSsoAuthenticationFilter.java,0,27
spring-security,None,Saml2WebSsoAuthenticationRequestFilter.java,0,34
spring-security,None,Saml2LoginBootConfiguration.java,0,2
spring-security,None,X509CredentialsConverters.java,0,2
spring-security,None,IndexController.java,0,4
spring-security,None,Saml2LoginApplication.java,0,4
spring-security,None,AclClassIdUtils.java,3,15
spring-security,None,DefaultHttpSecurityExpressionHandler.java,0,3
spring-security,None,ExpressionAuthorizationDecision.java,0,2
spring-security,None,WebExpressionAuthorizationManager.java,0,4
spring-security,None,WebSecurityExpressionRoot.java,16,19
spring-security,None,AuthorityUtils.java,11,18
spring-security,None,JdbcAclService.java,23,38
spring-security,None,JdbcMutableAclService.java,27,38
spring-security,None,OAuth2ClientConfigurer.java,2,22
spring-security,None,OAuth2LoginConfigurer.java,69,100
spring-security,None,ServerHttpSecurity.java,45,100
spring-security,None,OAuth2LoginAuthenticationProvider.java,23,35
spring-security,None,OAuth2LoginReactiveAuthenticationManager.java,1,17
spring-security,None,DefaultAuthorizationCodeTokenResponseClient.java,0,12
spring-security,None,OidcAuthorizationCodeAuthenticationProvider.java,17,39
spring-security,None,NimbusUserInfoResponseClient.java,3,4
spring-security,None,OidcUserExtractor.java,0,0
spring-security,None,OidcUserRequest.java,2,9
spring-security,None,OidcUserService.java,9,25
spring-security,None,ClientRegistration.java,25,64
spring-security,None,ClientRegistrationRepository.java,8,11
spring-security,None,InMemoryClientRegistrationRepository.java,15,25
spring-security,None,CustomOAuth2UserExtractor.java,0,0
spring-security,None,CustomUserTypesOAuth2UserService.java,9,20
spring-security,None,DefaultOAuth2UserService.java,11,21
spring-security,None,OAuth2UserRequest.java,3,9
spring-security,None,AuthorizationRequestRepository.java,13,23
spring-security,None,DefaultAuthorizationRequestUriBuilder.java,8,8
spring-security,None,HttpSessionOAuth2AuthorizationRequestRepository.java,8,18
spring-security,None,OAuth2AuthorizationCodeGrantFilter.java,4,23
spring-security,None,OAuth2AuthorizationRequestRedirectFilter.java,12,35
spring-security,None,OAuth2AuthorizationRequestRedirectWebFilter.java,1,5
spring-security,None,OAuth2AuthorizationRequestUriBuilder.java,4,5
spring-security,None,OAuth2AuthorizationResponseUtils.java,4,9
spring-security,None,OAuth2LoginAuthenticationFilter.java,30,48
spring-security,None,FirewalledResponse.java,4,17
spring-security,None,InMemoryClientRegistrationRepository.java,15,25
spring-security,None,InMemoryReactiveClientRegistrationRepository.java,1,10
spring-security,None,SpringCacheBasedAclCache.java,2,11
spring-security,None,SpringCacheBasedTicketCache.java,2,16
spring-security,None,Elements.java,17,39
spring-security,None,SecurityNamespaceHandler.java,23,59
spring-security,None,HeadersBeanDefinitionParser.java,0,37
spring-security,None,HttpConfigurationBuilder.java,31,98
spring-security,None,SecurityFilters.java,5,26
spring-security,None,SpringCacheBasedUserCache.java,2,14
spring-security,None,OpenSamlAuthenticationProvider.java,12,44
spring-security,None,Saml2AuthenticatedPrincipal.java,2,9
spring-security,None,SimpleSaml2AuthenticatedPrincipal.java,2,4
spring-security,None,Saml2LoginConfigurer.java,2,36
spring-security,None,OpenSamlAuthenticationProvider.java,9,44
spring-security,None,Saml2WebSsoAuthenticationFilter.java,2,27
spring-security,None,FilterComparator.java,9,36
spring-security,None,HttpSecurity.java,29,100
spring-security,None,AuthorizationCodeAuthenticationFilterConfigurer.java,0,19
spring-security,None,AuthorizationCodeRequestRedirectFilterConfigurer.java,0,6
spring-security,None,OAuth2LoginConfigurer.java,0,100
spring-security,None,AuthorizationCodeAuthenticationProcessingFilter.java,0,6
spring-security,None,AuthorizationCodeAuthenticationProvider.java,0,21
spring-security,None,AuthorizationCodeAuthenticationToken.java,0,9
spring-security,None,AuthorizationCodeRequestRedirectFilter.java,0,8
spring-security,None,AuthorizationGrantAuthenticationToken.java,0,3
spring-security,None,AuthorizationGrantTokenExchanger.java,0,8
spring-security,None,AuthorizationRequestRepository.java,0,3
spring-security,None,AuthorizationRequestUriBuilder.java,0,3
spring-security,None,DefaultAuthorizationRequestUriBuilder.java,0,5
spring-security,None,DefaultStateGenerator.java,0,4
spring-security,None,HttpSessionAuthorizationRequestRepository.java,0,3
spring-security,None,OAuth2AuthenticationException.java,0,3
spring-security,None,OAuth2AuthenticationToken.java,0,13
spring-security,None,NimbusAuthorizationCodeTokenExchanger.java,0,8
spring-security,None,ClientRegistration.java,0,64
spring-security,None,ClientRegistrationProperties.java,0,8
spring-security,None,ClientRegistrationRepository.java,0,11
spring-security,None,InMemoryClientRegistrationRepository.java,0,25
spring-security,None,OAuth2UserService.java,0,5
spring-security,None,Customizer.java,0,5
spring-security,None,HttpSecurity.java,55,100
"C:\Users\Anderson Oliveira\AppData\Local\Programs\Python\Python36\python.exe" "C:/Users/Anderson Oliveira/PycharmProjects/nfr-finder-2/check_changed.py"
spring-framework,Maintainability,WebRequest.java,11,19
spring-framework,Maintainability,WebSocketMessageBrokerStats.java,8,19
spring-framework,Maintainability,AnnotationUtils.java,5,100
spring-framework,Maintainability,PathMatchConfigurer.java,21,26
spring-framework,Maintainability,TypeReference.java,10,10
spring-framework,Maintainability,InternalSpelExpressionParser.java,9,9
spring-framework,Maintainability,StompSubProtocolHandler.java,76,97
spring-framework,Maintainability,SubProtocolHandler.java,8,9
spring-framework,Maintainability,CglibAopProxy.java,38,60
spring-framework,Maintainability,AutowireUtils.java,24,41
spring-framework,Maintainability,ReplaceOverride.java,7,14
spring-framework,Maintainability,InterfaceBasedMBeanInfoAssembler.java,12,17
spring-framework,Maintainability,BridgeMethodResolver.java,16,29
spring-framework,Maintainability,ClassUtils.java,51,89
spring-framework,Maintainability,ReflectionUtils.java,47,75
spring-framework,Maintainability,AsyncResult.java,7,22
spring-framework,Maintainability,FailureCallback.java,0,8
spring-framework,Maintainability,ListenableFuture.java,2,11
spring-framework,Maintainability,ListenableFutureAdapter.java,2,13
spring-framework,Maintainability,ListenableFutureCallback.java,1,8
spring-framework,Maintainability,ListenableFutureCallbackRegistry.java,2,22
spring-framework,Maintainability,ListenableFutureTask.java,3,12
spring-framework,Maintainability,SettableListenableFuture.java,4,25
spring-framework,Maintainability,SuccessCallback.java,0,9
spring-framework,Maintainability,AbstractPromiseToListenableFutureAdapter.java,1,12
spring-framework,Maintainability,HttpComponentsAsyncClientHttpRequest.java,4,18
spring-framework,Maintainability,AsyncRestTemplate.java,5,37
spring-framework,Maintainability,ReactorNettyRequestUpgradeStrategy.java,18,25
spring-framework,Maintainability,ComparableComparator.java,9,9
spring-framework,Maintainability,DispatcherServlet.java,79,93
spring-framework,Maintainability,UrlFilenameViewController.java,12,15
spring-framework,Maintainability,TypeReference.java,16,17
spring-framework,Maintainability,AbstractJackson2Decoder.java,38,46
spring-framework,Maintainability,InstantiationAwareBeanPostProcessor.java,10,11
spring-framework,Maintainability,AbstractJackson2Decoder.java,38,46
spring-framework,Maintainability,CodecConfigurerHintsRegistrar.java,1,3
spring-framework,Maintainability,JacksonBuilderRuntimeHintsRegistrar.java,1,3
spring-framework,Maintainability,HandshakeHandlerRuntimeHintsRegistrar.java,1,3
spring-framework,Maintainability,HttpWebHandlerAdapter.java,32,42
spring-framework,Maintainability,AbstractFileResolvingResource.java,13,25
spring-framework,Maintainability,Resource.java,16,22
spring-framework,Maintainability,DefaultMetadataExtractor.java,10,16
spring-framework,Maintainability,DefaultRSocketStrategies.java,14,17
spring-framework,Maintainability,MetadataExtractor.java,6,8
spring-framework,Maintainability,MetadataExtractorRegistry.java,0,1
spring-framework,Maintainability,RSocketStrategies.java,15,19
spring-framework,Maintainability,MutablePropertyValues.java,13,34
spring-framework,Maintainability,PropertyEditorRegistrySupport.java,15,33
spring-framework,Maintainability,BeanFactoryUtils.java,11,25
spring-framework,Maintainability,ConstructorArgumentValues.java,11,33
spring-framework,Maintainability,CustomEditorConfigurer.java,11,16
spring-framework,Maintainability,YamlMapFactoryBean.java,6,15
spring-framework,Maintainability,YamlProcessor.java,16,39
spring-framework,Maintainability,BeanDefinitionValueResolver.java,12,25
spring-framework,Maintainability,DefaultListableBeanFactory.java,95,100
spring-framework,Maintainability,CustomMapEditor.java,8,13
spring-framework,Maintainability,SimpleAliasRegistry.java,9,22
spring-framework,Maintainability,StandardReflectionParameterNameDiscoverer.java,10,15
spring-framework,Maintainability,AnnotatedElementUtils.java,74,100
spring-framework,Maintainability,MethodMetadataReadingVisitor.java,15,31
spring-framework,Maintainability,MimeType.java,18,51
spring-framework,Maintainability,SimpleNamespaceContext.java,10,16
spring-framework,Maintainability,StaxEventHandler.java,2,8
spring-framework,Maintainability,DefaultServerResponseBuilder.java,22,44
spring-framework,Maintainability,AbstractAutoProxyCreator.java,36,49
spring-framework,Maintainability,SocketUtils.java,17,20
spring-framework,Maintainability,RequestMappingHandlerMapping.java,77,84
spring-framework,Maintainability,ThrowsAdviceAdapter.java,7,10
spring-framework,Maintainability,MappingJackson2JsonView.java,26,47
spring-framework,Maintainability,MappingJackson2XmlView.java,4,15
spring-framework,Maintainability,Scheduled.java,4,25
spring-framework,Maintainability,ScheduledAnnotationBeanPostProcessor.java,4,69
spring-framework,Maintainability,AbstractAutowireCapableBeanFactory.java,100,100
spring-framework,Maintainability,ResolvableType.java,97,100
spring-framework,Maintainability,AutowireUtils.java,24,41
spring-framework,Maintainability,CachedIntrospectionResults.java,30,48
spring-framework,Maintainability,CachingConfigurationSelector.java,11,16
spring-framework,Maintainability,AnnotationDrivenCacheBeanDefinitionParser.java,13,19
spring-framework,Maintainability,AnnotationConfigUtils.java,23,37
spring-framework,Maintainability,MBeanServerBeanDefinitionParser.java,4,7
spring-framework,Maintainability,CandidateComponentsIndexLoader.java,4,8
spring-framework,Maintainability,DefaultFormattingConversionService.java,7,15
spring-framework,Maintainability,JndiLocatorDelegate.java,7,9
spring-framework,Maintainability,DefaultParameterNameDiscoverer.java,4,19
spring-framework,Maintainability,AbstractMessageBrokerConfiguration.java,50,79
spring-framework,Maintainability,AnnotationTransactionAttributeSource.java,10,20
spring-framework,Maintainability,JtaTransactionManagerFactoryBean.java,5,10
spring-framework,Maintainability,TransactionSynchronizationUtils.java,4,14
spring-framework,Maintainability,AbstractCodecConfigurer.java,2,3
spring-framework,Maintainability,DefaultClientCodecConfigurer.java,3,13
spring-framework,Maintainability,DefaultServerCodecConfigurer.java,2,8
spring-framework,Maintainability,XmlEventDecoder.java,16,36
spring-framework,Maintainability,AllEncompassingFormHttpMessageConverter.java,14,27
spring-framework,Maintainability,RestTemplate.java,77,100
spring-framework,Maintainability,RequestContextHolder.java,9,12
spring-framework,Maintainability,WebApplicationContextUtils.java,23,31
spring-framework,Maintainability,ResourceChainRegistration.java,2,3
spring-framework,Maintainability,HandshakeWebSocketService.java,7,27
spring-framework,Maintainability,AnnotationDrivenBeanDefinitionParser.java,60,79
spring-framework,Maintainability,ResourceChainRegistration.java,7,8
spring-framework,Maintainability,WebMvcConfigurationSupport.java,95,100
spring-framework,Maintainability,ApplicationListenerDetector.java,8,10
spring-framework,Maintainability,SpringConfiguredBeanDefinitionParser.java,5,6
spring-framework,Maintainability,SpringConfiguredConfiguration.java,6,8
spring-framework,Maintainability,SpringConfiguredBeanDefinitionParser.java,5,8
spring-framework,Maintainability,ThreadPoolTaskScheduler.java,29,38
spring-framework,Maintainability,BeanUtils.java,71,82
spring-framework,Maintainability,DateTimeFormatAnnotationFormatterFactory.java,13,14
spring-framework,Maintainability,Jsr310DateTimeFormatAnnotationFormatterFactory.java,13,16
spring-framework,Maintainability,TypeMappedAnnotation.java,26,38
spring-framework,Maintainability,ByteBufferConverter.java,13,14
spring-framework,Maintainability,NumberUtils.java,15,19
spring-framework,Maintainability,ReflectivePropertyAccessor.java,61,65
spring-framework,Maintainability,Jackson2CodecSupport.java,35,43
spring-framework,Maintainability,MultipartHttpMessageReader.java,14,19
spring-framework,Maintainability,ProtobufCodecSupport.java,4,6
spring-framework,Maintainability,CorsConfiguration.java,45,57
spring-framework,Maintainability,HiddenHttpMethodFilter.java,9,10
spring-framework,Maintainability,HiddenHttpMethodFilter.java,9,10
spring-framework,Maintainability,HierarchicalUriComponents.java,72,79
spring-framework,Maintainability,NativeDetector.java,1,2
spring-framework,Maintainability,GenericConversionService.java,45,56
spring-framework,Security,RestTemplate.java,58,100
spring-framework,Security,CookieWebSessionIdResolver.java,12,18
spring-framework,Security,AbstractMethodMessageHandler.java,6,52
spring-framework,Security,AbstractListenerWebSocketSession.java,24,28
spring-framework,Performance,SocketUtils.java,18,20
spring-framework,Performance,ReflectiveAspectJAdvisorFactory.java,25,33
spring-framework,Performance,DefaultListableBeanFactory.java,100,100
spring-framework,Performance,ConsumesRequestCondition.java,11,16
spring-framework,Performance,ProducesRequestCondition.java,22,28
spring-framework,Performance,ConsumesRequestCondition.java,28,32
spring-framework,Performance,ProducesRequestCondition.java,35,41
spring-framework,Performance,StreamingHttpOutputMessage.java,0,8
spring-framework,Performance,AbstractClientHttpRequest.java,6,11
spring-framework,Performance,HttpComponentsClientHttpRequest.java,6,25
spring-framework,Performance,HttpComponentsClientHttpRequestFactory.java,8,49
spring-framework,Performance,HttpComponentsStreamingClientHttpRequest.java,0,18
spring-framework,Performance,AbstractHttpMessageConverter.java,7,40
spring-framework,Performance,CglibAopProxy.java,38,60
spring-framework,Performance,AutowireUtils.java,24,41
spring-framework,Performance,ReplaceOverride.java,7,14
spring-framework,Performance,InterfaceBasedMBeanInfoAssembler.java,12,17
spring-framework,Performance,BridgeMethodResolver.java,16,29
spring-framework,Performance,ClassUtils.java,51,89
spring-framework,Performance,ReflectionUtils.java,47,75
spring-framework,Performance,AbstractMessageConverterMethodArgumentResolver.java,40,52
spring-framework,Performance,ObjectUtils.java,25,35
spring-framework,Performance,DefaultAopProxyFactory.java,16,21
spring-framework,Performance,NeedNotProxy.java,0,0
spring-framework,Performance,MimeTypeUtils.java,12,59
spring-framework,Performance,MediaType.java,29,98
spring-framework,Performance,OkHttpClientHttpRequest.java,0,10
spring-framework,Performance,OkHttpClientHttpRequestFactory.java,0,9
spring-framework,Performance,OkHttpClientHttpResponse.java,0,7
spring-framework,Performance,ResourceHttpMessageConverter.java,8,33
spring-framework,Performance,StringUtils.java,67,100
spring-framework,Performance,DefaultSingletonBeanRegistry.java,43,45
spring-framework,Performance,JdbcUtils.java,14,39
spring-framework,Performance,AbstractAspectJAdvice.java,36,42
spring-framework,Performance,HttpHeaders.java,82,100
spring-framework,Performance,ReadOnlyHttpHeaders.java,0,11
spring-framework,Performance,ServletServerHttpResponse.java,21,30
spring-framework,Performance,AbstractListenerServerHttpResponse.java,6,10
spring-framework,Performance,AbstractServerHttpResponse.java,31,65
spring-framework,Performance,DefaultServerHttpRequestBuilder.java,22,41
spring-framework,Performance,JettyHeadersAdapter.java,0,16
spring-framework,Performance,JettyHttpHandlerAdapter.java,8,28
spring-framework,Performance,NettyHeadersAdapter.java,0,15
spring-framework,Performance,ReactorServerHttpRequest.java,30,57
spring-framework,Performance,ReactorServerHttpResponse.java,24,37
spring-framework,Performance,ServletServerHttpRequest.java,40,62
spring-framework,Performance,ServletServerHttpResponse.java,40,60
spring-framework,Performance,TomcatHeadersAdapter.java,0,11
spring-framework,Performance,TomcatHttpHandlerAdapter.java,13,34
spring-framework,Performance,UndertowHeadersAdapter.java,0,7
spring-framework,Performance,UndertowServerHttpRequest.java,37,59
spring-framework,Performance,UndertowServerHttpResponse.java,37,56
spring-framework,Performance,DefaultCorsProcessor.java,10,18
spring-framework,Performance,HandshakeWebSocketService.java,15,27
spring-framework,Performance,AntPathMatcher.java,28,69
spring-framework,Performance,AbstractAutowireCapableBeanFactory.java,97,100
spring-framework,Performance,StompSubProtocolHandler.java,58,97
spring-framework,Performance,DefaultUserDestinationResolver.java,22,36
spring-framework,Performance,StompEncoder.java,30,34
spring-framework,Performance,AdvisedSupport.java,16,32
spring-framework,Performance,ConcurrentReferenceHashMap.java,27,49
spring-framework,Performance,ForwardedHeaderFilter.java,53,55
spring-framework,Performance,StringUtils.java,41,100
spring-framework,Performance,BeanFactoryUtils.java,20,25
spring-framework,Performance,FactoryBean.java,9,13
spring-framework,Performance,ListableBeanFactory.java,17,24
spring-framework,Performance,AbstractAutowireCapableBeanFactory.java,100,100
spring-framework,Performance,AbstractBeanFactory.java,80,100
spring-framework,Performance,DefaultListableBeanFactory.java,100,100
spring-framework,Performance,RootBeanDefinition.java,38,59
spring-framework,Performance,StaticListableBeanFactory.java,20,32
spring-framework,Performance,AbstractApplicationContext.java,68,96
spring-framework,Performance,AnnotationTypeMapping.java,11,34
spring-framework,Performance,MethodInvoker.java,13,16
spring-framework,Performance,ObjectUtils.java,21,35
spring-framework,Performance,StringUtils.java,62,100
spring-framework,Performance,ViewResolverRegistry.java,5,7
spring-framework,Performance,ExtendedEntityManagerCreator.java,23,37
spring-framework,Performance,SharedEntityManagerCreator.java,30,42
spring-framework,Performance,GenericFilterBean.java,9,19
spring-framework,Performance,AbstractAutowireCapableBeanFactory.java,100,100
spring-framework,Performance,DisposableBeanAdapter.java,36,46
spring-framework,Performance,ConstructorArgumentValues.java,24,33
spring-framework,Performance,PropertiesBeanDefinitionReader.java,24,31
spring-framework,Performance,BeanDefinitionParserDelegate.java,41,47
spring-framework,Performance,JavaMailSenderImpl.java,20,25
spring-framework,Performance,JmxUtils.java,14,15
spring-framework,Performance,AbstractBindingResult.java,17,21
spring-framework,Performance,SpringValidatorAdapter.java,38,43
spring-framework,Performance,PathMatchingResourcePatternResolver.java,44,71
spring-framework,Performance,StringUtils.java,73,100
spring-framework,Performance,AbstractListenerContainerParser.java,16,18
spring-framework,Performance,JmsListenerContainerParser.java,17,19
spring-framework,Performance,AbstractNamedValueMethodArgumentResolver.java,1,3
spring-framework,Performance,AbstractNamedValueMethodArgumentResolver.java,27,32
spring-framework,Performance,AbstractNamedValueMethodArgumentResolver.java,27,30
spring-framework,Performance,UrlPathHelper.java,47,80
spring-framework,Performance,AbstractNamedValueArgumentResolver.java,14,17
spring-framework,Performance,ErrorsTag.java,13,15
spring-framework,Performance,CachedIntrospectionResults.java,21,48
spring-framework,Performance,DefaultMessageListenerContainer.java,35,45
spring-framework,Performance,CallMetaDataContext.java,30,32
spring-framework,Performance,CallMetaDataProvider.java,11,11
spring-framework,Performance,CallMetaDataProviderFactory.java,27,27
spring-framework,Performance,CallParameterMetaData.java,9,9
spring-framework,Performance,GenericCallMetaDataProvider.java,26,26
spring-framework,Performance,OracleCallMetaDataProvider.java,6,6
spring-framework,Performance,OracleCallParameterMetaData.java,0,0
spring-framework,Performance,AbstractJdbcCall.java,27,27
spring-framework,Performance,PostProcessorRegistrationDelegate.java,24,33
spring-framework,Performance,MemoizedPathMatchingResourcePatternResolver.java,0,0
spring-framework,Performance,JdbcTemplate.java,23,53
spring-framework,Performance,ApplicationListenerDetector.java,8,10
spring-framework,Performance,CglibAopProxy.java,44,60
spring-framework,Performance,BeanUtils.java,71,82
spring-framework,Performance,DateTimeFormatAnnotationFormatterFactory.java,13,14
spring-framework,Performance,Jsr310DateTimeFormatAnnotationFormatterFactory.java,13,16
spring-framework,Performance,TypeMappedAnnotation.java,26,38
spring-framework,Performance,ByteBufferConverter.java,13,14
spring-framework,Performance,NumberUtils.java,15,19
spring-framework,Performance,ReflectivePropertyAccessor.java,61,65
spring-framework,Performance,Jackson2CodecSupport.java,35,43
spring-framework,Performance,MultipartHttpMessageReader.java,14,19
spring-framework,Performance,ProtobufCodecSupport.java,4,6
spring-framework,Performance,CorsConfiguration.java,45,57
spring-framework,Performance,HiddenHttpMethodFilter.java,9,10
spring-framework,Performance,HiddenHttpMethodFilter.java,9,10
spring-framework,Performance,HierarchicalUriComponents.java,72,79
spring-framework,Performance,PropertiesBeanDefinitionReader.java,18,31
spring-framework,Performance,AnnotationMetadataReadingVisitor.java,34,38
spring-framework,Robustness,SocketUtils.java,18,20
spring-framework,Robustness,ExceptionWebSocketHandlerDecorator.java,4,8
spring-framework,Robustness,StreamingHttpOutputMessage.java,0,8
spring-framework,Robustness,AbstractClientHttpRequest.java,6,11
spring-framework,Robustness,HttpComponentsClientHttpRequest.java,6,25
spring-framework,Robustness,HttpComponentsClientHttpRequestFactory.java,8,49
spring-framework,Robustness,HttpComponentsStreamingClientHttpRequest.java,0,18
spring-framework,Robustness,AbstractHttpMessageConverter.java,7,40
spring-framework,Robustness,DatabaseClient.java,5,14
spring-framework,Robustness,DefaultDatabaseClient.java,5,14
spring-framework,Robustness,WebMvcStompWebSocketEndpointRegistration.java,1,5
spring-framework,Robustness,AbstractNestablePropertyAccessor.java,6,36
spring-framework,Robustness,BufferingClientHttpResponseWrapper.java,5,10
spring-framework,Robustness,HttpMessageConverterExtractor.java,11,34
spring-framework,Robustness,MessageBodyClientHttpResponseWrapper.java,0,13
spring-framework,Robustness,DefaultTransactionDefinition.java,13,16
spring-framework,Robustness,AbstractView.java,11,13
spring-framework,Robustness,DefaultSubscriptionRegistry.java,26,50
spring-framework,Robustness,CannotGetJdbcConnectionException.java,8,12
spring-framework,Robustness,DataSourceUtils.java,19,22
spring-framework,Robustness,AbstractApplicationContext.java,63,96
spring-framework,Robustness,ScheduledAnnotationBeanPostProcessor.java,17,69
spring-framework,Robustness,BindStatus.java,5,13
spring-framework,Robustness,AbstractStaxXMLReader.java,6,20
spring-framework,Robustness,ConfigurationClassEnhancer.java,21,21
spring-framework,Robustness,JamonPerformanceMonitorInterceptor.java,4,8
spring-framework,Robustness,AbstractEmbeddedDatabaseConfigurer.java,13,15
spring-framework,Robustness,TypedResponseErrorHandler.java,0,0
spring-framework,Robustness,PropertiesBeanDefinitionReader.java,11,31
spring-framework,Robustness,ReloadableResourceBundleMessageSource.java,22,36
spring-framework,Robustness,ResourceBundleMessageSource.java,19,29
spring-framework,Robustness,MediaTypeFactory.java,6,13
spring-framework,Robustness,HessianExporter.java,12,21
spring-framework,Robustness,CollectionFactory.java,3,48
spring-framework,Robustness,ResponseEntity.java,12,57
spring-framework,Robustness,ClassPathResource.java,15,30
spring-framework,Robustness,AbstractSockJsService.java,18,88
spring-framework,Robustness,SimpleBufferingClientHttpRequest.java,14,17
spring-framework,Robustness,SimpleClientHttpRequestFactory.java,16,22
spring-framework,Robustness,HessianServiceExporter.java,11,14
spring-framework,Robustness,HiddenHttpMethodFilter.java,8,10
spring-framework,Robustness,HttpPutFormContentFilter.java,16,19
spring-framework,Robustness,ResourcesBeanDefinitionParser.java,33,39
spring-framework,Robustness,UrlResource.java,17,35
spring-framework,Robustness,SocketUtils.java,17,20
spring-framework,Robustness,DispatcherServlet.java,15,93
spring-framework,Robustness,NoHandlerFoundException.java,0,11
spring-framework,Robustness,ResponseEntityExceptionHandler.java,2,49
spring-framework,Robustness,DefaultHandlerExceptionResolver.java,8,55
spring-framework,Robustness,ChannelSendOperator.java,25,28
spring-framework,Robustness,ThreadPoolTaskExecutor.java,19,27
spring-framework,Robustness,HttpMessageConversionException.java,4,8
spring-framework,Robustness,HttpMessageNotReadableException.java,4,9
spring-framework,Robustness,AbstractJackson2HttpMessageConverter.java,29,84
spring-framework,Robustness,DefaultHandlerExceptionResolver.java,16,55
spring-framework,Robustness,AbstractListenerWebSocketSession.java,24,28
spring-framework,Robustness,RestClientResponseException.java,7,15
spring-framework,Robustness,WebClientResponseException.java,7,22
spring-framework,Robustness,CallMetaDataContext.java,30,32
spring-framework,Robustness,CallMetaDataProvider.java,11,11
spring-framework,Robustness,CallMetaDataProviderFactory.java,27,27
spring-framework,Robustness,CallParameterMetaData.java,9,9
spring-framework,Robustness,GenericCallMetaDataProvider.java,26,26
spring-framework,Robustness,OracleCallMetaDataProvider.java,6,6
spring-framework,Robustness,OracleCallParameterMetaData.java,0,0
spring-framework,Robustness,AbstractJdbcCall.java,27,27
spring-framework,Robustness,JettyRequestUpgradeStrategy.java,8,15
spring-framework,Robustness,DefaultDataBuffer.java,25,31
spring-framework,Robustness,ProtobufCodecSupport.java,3,6
spring-framework,Robustness,ContextAnnotationAutowireCandidateResolver.java,12,13
spring-framework,Robustness,TypeDescriptor.java,38,76
spring-framework,Robustness,MethodBasedEvaluationContext.java,2,8
spring-framework,Robustness,CallableInterceptorChain.java,5,17
spring-framework,Robustness,CallableProcessingInterceptor.java,3,13
spring-framework,Robustness,CallableProcessingInterceptorAdapter.java,2,12
spring-framework,Robustness,DeferredResultInterceptorChain.java,4,17
spring-framework,Robustness,DeferredResultProcessingInterceptor.java,5,16
spring-framework,Robustness,DeferredResultProcessingInterceptorAdapter.java,2,12
spring-framework,Robustness,WebAsyncManager.java,16,53
spring-framework,Robustness,ClassUtils.java,35,89
spring-framework,Robustness,AbstractBeanFactory.java,10,100
spring-framework,Robustness,DefaultSingletonBeanRegistry.java,10,45
spring-framework,Robustness,AbstractHandlerMapping.java,48,70
spring-framework,Robustness,ReloadableResourceBundleMessageSource.java,29,36
spring-framework,None,StandardTypeComparator.java,10,19
spring-framework,None,HttpSessionHandshakeInterceptor.java,8,16
spring-framework,None,DefaultWebClientOperations.java,2,4
spring-framework,None,Advice.java,2,2
spring-framework,None,AspectException.java,5,5
spring-framework,None,ConstructorInterceptor.java,2,5
spring-framework,None,ConstructorInvocation.java,4,7
spring-framework,None,Interceptor.java,5,5
spring-framework,None,Invocation.java,2,5
